Title,PubDate,Author,,,,,,,,,,,,,,,,,,,,,
Dwellers in the hills,1901,Post Melville Davisson,,,,,,,,,,,,,,,,,,,,,
What can she do,1901,Roe Edward Payson,,,,,,,,,,,,,,,,,,,,,
That girl Montana,1901,Ryan Marah Ellis,,,,,,,,,,,,,,,,,,,,,
King Midas,1901,Sinclair Upton,,,,,,,,,,,,,,,,,,,,,
A soldier of Virginia,1901,Stevenson Burton Egbert,,,,,,,,,,,,,,,,,,,,,
The Morgesons,1901,Stoddard Elizabeth,,,,,,,,,,,,,,,,,,,,,
Ten boys from Dickens,1901,Sweetser Kate Dickinson,,,,,,,,,,,,,,,,,,,,,
Patty Fairfield,1901,Wells Carolyn,,,,,,,,,,,,,,,,,,,,,
Oldfield,1902,Banks Nancy Huston,,,,,,,,,,,,,,,,,,,,,
Bylow Hill,1902,Cable George Washington,,,,,,,,,,,,,,,,,,,,,
Captain Macklin,1902,Davis Richard Harding,,,,,,,,,,,,,,,,,,,,,
The sport of the gods,1902,Dunbar Paul Laurence,,,,,,,,,,,,,,,,,,,,,
A speckled bird,1902,Evans Augusta J.,,,,,,,,,,,,,,,,,,,,,
The romance of an old fool,1902,Field Roswell Martin,,,,,,,,,,,,,,,,,,,,,
The desert and the sown,1902,Foote Mary Hallock,,,,,,,,,,,,,,,,,,,,,
The captain of the Gray-horse troop,1902,Garland Hamlin,,,,,,,,,,,,,,,,,,,,,
The lady paramount,1902,Harland Henry,,,,,,,,,,,,,,,,,,,,,
Openings in the old trail,1902,Harte Bret,,,,,,,,,,,,,,,,,,,,,
The Cromptons,1902,Holmes Mary Jane,,,,,,,,,,,,,,,,,,,,,
The Mississippi bubble,1902,Hough Emerson,,,,,,,,,,,,,,,,,,,,,
The Kentons,1902,Howells William Dean,,,,,,,,,,,,,,,,,,,,,
Melomaniacs,1902,Huneker James,,,,,,,,,,,,,,,,,,,,,
The Strollers,1902,Isham Frederic Stewart,,,,,,,,,,,,,,,,,,,,,
The wings of the dove,1902,James Henry,,,,,,,,,,,,,,,,,,,,,
Audrey,1902,Johnston Mary,,,,,,,,,,,,,,,,,,,,,
A daughter of the Sioux,1902,King Charles,,,,,,,,,,,,,,,,,,,,,
Heralds of empire,1902,Laut Agnes C.,,,,,,,,,,,,,,,,,,,,,
The thrall of Leif the Lucky,1902,Liljencrantz Ottilie A.,,,,,,,,,,,,,,,,,,,,,
The love story of Abner Stone,1902,Litsey Edwin Carlile,,,,,,,,,,,,,,,,,,,,,
Children of the frost,1902,London Jack,,,,,,,,,,,,,,,,,,,,,
Letters from a self-made merchant to his son,1902,Lorimer George Horace,,,,,,,,,,,,,,,,,,,,,
Dorothy Vernon of Haddon Hall,1902,Major Charles,,,,,,,,,,,,,,,,,,,,,
Emmy Lou,1902,Martin George Madden,,,,,,,,,,,,,,,,,,,,,
Castle Craneycrow,1902,McCutcheon George Barr,,,,,,,,,,,,,,,,,,,,,
Rockhaven,1902,Munn Charles Clark,,,,,,,,,,,,,,,,,,,,,
Avery,1902,Phelps Elizabeth Stuart,,,,,,,,,,,,,,,,,,,,,
Red Saunders,1902,Phillips Henry Wallace,,,,,,,,,,,,,,,,,,,,,
Lavender and old lace,1902,Reed Myrtle,,,,,,,,,,,,,,,,,,,,,
Francezka,1902,Seawell Molly Elliot,,,,,,,,,,,,,,,,,,,,,
The fortunes of Oliver Horn,1902,Smith Francis Hopkinson,,,,,,,,,,,,,,,,,,,,,
The two Vanrevels,1902,Tarkington Booth,,,,,,,,,,,,,,,,,,,,,
Chiquita,1902,Tileston Merrill,,,,,,,,,,,,,,,,,,,,,
The blue flower,1902,Van Dyke Henry,,,,,,,,,,,,,,,,,,,,,
The valley of decision,1902,Wharton Edith,,,,,,,,,,,,,,,,,,,,,
The blazed trail,1902,White Stewart Edward,,,,,,,,,,,,,,,,,,,,,
The Virginian,1902,Wister Owen,,,,,,,,,,,,,,,,,,,,,
The dragon of Wantley,1902,Wister Owen,,,,,,,,,,,,,,,,,,,,,
The log of a cowboy,1903,Adams Andy,,,,,,,,,,,,,,,,,,,,,
People you know,1903,Ade George,,,,,,,,,,,,,,,,,,,,,
The mettle of the pasture,1903,Allen James Lane,,,,,,,,,,,,,,,,,,,,,
Round Anvil Rock,1903,Banks Nancy Huston,,,,,,,,,,,,,,,,,,,,,
Sir Henry Morgan: buccaneer,1903,Brady Cyrus Townsend,,,,,,,,,,,,,,,,,,,,,
Jewel,1903,Burnham Clara Louise,,,,,,,,,,,,,,,,,,,,,
The heart of Rome,1903,Crawford F. Marion,,,,,,,,,,,,,,,,,,,,,
The strange adventures of Mr. Middleton,1903,Curtis Wardon Allan,,,,,,,,,,,,,,,,,,,,,
The one woman,1903,Dixon Thomas,,,,,,,,,,,,,,,,,,,,,
The little shepherd of Kingdom Come,1903,Fox John,,,,,,,,,,,,,,,,,,,,,
The damsel and the sage,1903,Glyn Elinor,,,,,,,,,,,,,,,,,,,,,
The certainty of a future life in Mars,1903,Gratacap L. P.,,,,,,,,,,,,,,,,,,,,,
The filigree ball,1903,Green Anna Katharine,,,,,,,,,,,,,,,,,,,,,
Betty Zane,1903,Grey Zane,,,,,,,,,,,,,,,,,,,,,
Under the rose,1903,Isham Frederic Stewart,,,,,,,,,,,,,,,,,,,,,
An Apache princess,1903,King Charles,,,,,,,,,,,,,,,,,,,,,
The ward of King Canute,1903,Liljencrantz Ottilie A.,,,,,,,,,,,,,,,,,,,,,
The call of the wild,1903,London Jack,,,,,,,,,,,,,,,,,,,,,
The grey cloak,1903,MacGrath Harold,,,,,,,,,,,,,,,,,,,,,
A forest hearth,1903,Major Charles,,,,,,,,,,,,,,,,,,,,,
Judith of the plains,1903,Manning Marie,,,,,,,,,,,,,,,,,,,,,
The Blue Goose,1903,Nason Frank Lewis,,,,,,,,,,,,,,,,,,,,,
Gordon Keith,1903,Page Thomas Nelson,,,,,,,,,,,,,,,,,,,,,
Lovey Mary,1903,Rice Alice Caldwell Hegan,,,,,,,,,,,,,,,,,,,,,
Beautiful Joe,1903,Saunders Marshall,,,,,,,,,,,,,,,,,,,,,
The journal of Arthur Stirling,1903,Sinclair Upton,,,,,,,,,,,,,,,,,,,,,
The turquoise cup: and: The desert,1903,Smith Arthur Cosslett,,,,,,,,,,,,,,,,,,,,,
The under dog,1903,Smith Francis Hopkinson,,,,,,,,,,,,,,,,,,,,,
A tar-heel baron,1903,Smith Mabel S. C.,,,,,,,,,,,,,,,,,,,,,
The daughter of a magnate,1903,Spearman Frank H.,,,,,,,,,,,,,,,,,,,,,
The wings of the morning,1903,Tracy Louis,,,,,,,,,,,,,,,,,,,,,
Sanctuary,1903,Wharton Edith,,,,,,,,,,,,,,,,,,,,,
Philosophy 4,1903,Wister Owen,,,,,,,,,,,,,,,,,,,,,
That printer of Udell's,1903,Wright Harold Bell,,,,,,,,,,,,,,,,,,,,,
People of the whirlpool,1903,Wright Mabel Osgood,,,,,,,,,,,,,,,,,,,,,
Sally of Missouri,1903,Young Rose E.,,,,,,,,,,,,,,,,,,,,,
A Texas matchmaker,1904,Adams Andy,,,,,,,,,,,,,,,,,,,,,
A little traitor to the South,1904,Brady Cyrus Townsend,,,,,,,,,,,,,,,,,,,,,
In search of the unknown,1904,Chambers Robert W.,,,,,,,,,,,,,,,,,,,,,
Whosoever shall offend,1904,Crawford F. Marion,,,,,,,,,,,,,,,,,,,,,
The heart of Happy Hollow,1904,Dunbar Paul Laurence,,,,,,,,,,,,,,,,,,,,,
Doctor Luke of the Labrador,1904,Duncan Norman,,,,,,,,,,,,,,,,,,,,,
The light of the star,1904,Garland Hamlin,,,,,,,,,,,,,,,,,,,,,
My friend Prospero,1904,Harland Henry,,,,,,,,,,,,,,,,,,,,,
The law of the land,1904,Hough Emerson,,,,,,,,,,,,,,,,,,,,,
The golden bowl,1904,James Henry,,,,,,,,,,,,,,,,,,,,,
Nancy Stair,1904,Lane Elinor Macartney,,,,,,,,,,,,,,,,,,,,,
The house of fulfilment,1904,Martin George Madden,,,,,,,,,,,,,,,,,,,,,
Tillie,1904,Martin Helen Reimensnyder,,,,,,,,,,,,,,,,,,,,,
The day of the dog,1904,McCutcheon George Barr,,,,,,,,,,,,,,,,,,,,,
In the bishop's carriage,1904,Michelson Miriam,,,,,,,,,,,,,,,,,,,,,
The Madigans,1904,Michelson Miriam,,,,,,,,,,,,,,,,,,,,,
When wilderness was king,1904,Parrish Randall,,,,,,,,,,,,,,,,,,,,,
My lady of the North,1904,Parrish Randall,,,,,,,,,,,,,,,,,,,,,
The bright face of danger,1904,Stephens Robert Neilson,,,,,,,,,,,,,,,,,,,,,
Freckles,1904,Stratton-Porter Gene,,,,,,,,,,,,,,,,,,,,,
The fat of the land,1904,Streeter John Williams,,,,,,,,,,,,,,,,,,,,,
The silent places,1904,White Stewart Edward,,,,,,,,,,,,,,,,,,,,,
Her infinite variety,1904,Whitlock Brand,,,,,,,,,,,,,,,,,,,,,
John Henry Smith,1905,Adams Frederick Upham,,,,,,,,,,,,,,,,,,,,,
Pardners,1905,Beach Rex,,,,,,,,,,,,,,,,,,,,,
Concerning Belinda,1905,Brainerd Eleanor Hoyt,,,,,,,,,,,,,,,,,,,,,
The storm centre,1905,Murfree Mary Noailles,,,,,,,,,,,,,,,,,,,,,
The tyranny of the dark,1905,Garland Hamlin,,,,,,,,,,,,,,,,,,,,,
The millionaire baby,1905,Green Anna Katharine,,,,,,,,,,,,,,,,,,,,,
The house in the mist,1905,Green Anna Katharine,,,,,,,,,,,,,,,,,,,,,
The hindered hand: or: The reign of the repressionist,1905,Griggs Sutton E.,,,,,,,,,,,,,,,,,,,,,
Visionaries,1905,Huneker James,,,,,,,,,,,,,,,,,,,,,
The Missourian,1905,Lyle Eugene P.,,,,,,,,,,,,,,,,,,,,,
Hearts and masks,1905,MacGrath Harold,,,,,,,,,,,,,,,,,,,,,
Yolanda,1905,Major Charles,,,,,,,,,,,,,,,,,,,,,
Nedra,1905,McCutcheon George Barr,,,,,,,,,,,,,,,,,,,,,
The purple parasol,1905,McCutcheon George Barr,,,,,,,,,,,,,,,,,,,,,
The house of a thousand candles,1905,Nicholson Meredith,,,,,,,,,,,,,,,,,,,,,
The plum tree,1905,Phillips David Graham,,,,,,,,,,,,,,,,,,,,,
Plain Mary Smith,1905,Phillips Henry Wallace,,,,,,,,,,,,,,,,,,,,,
At the sign of the Jack o' Lantern,1905,Reed Myrtle,,,,,,,,,,,,,,,,,,,,,
The indifference of Juliet,1905,Richmond Grace S.,,,,,,,,,,,,,,,,,,,,,
The perfume of Eros,1905,Saltus Edgar,,,,,,,,,,,,,,,,,,,,,
The wood fire in no. 3,1905,Smith Francis Hopkinson,,,,,,,,,,,,,,,,,,,,,
The Holladay case,1905,Stevenson Burton Egbert,,,,,,,,,,,,,,,,,,,,,
Ten girls from Dickens,1905,Sweetser Kate Dickinson,,,,,,,,,,,,,,,,,,,,,
The conquest of Canaan,1905,Tarkington Booth,,,,,,,,,,,,,,,,,,,,,
The beautiful lady,1905,Tarkington Booth,,,,,,,,,,,,,,,,,,,,,
The Great Mogul,1905,Tracy Louis,,,,,,,,,,,,,,,,,,,,,
McAllister and his double,1905,Train Arthur,,,,,,,,,,,,,,,,,,,,,
Fisherman's luck and some other uncertain things,1905,Van Dyke Henry,,,,,,,,,,,,,,,,,,,,,
Rose o' the river,1905,Wiggin Kate Douglas Smith,,,,,,,,,,,,,,,,,,,,,
The perfect tribute,1906,Andrews Mary Raymond Shipman,,,,,,,,,,,,,,,,,,,,,
A good Samaritan,1906,Andrews Mary Raymond Shipman,,,,,,,,,,,,,,,,,,,,,
The crimson sweater,1906,Barbour Ralph Henry,,,,,,,,,,,,,,,,,,,,,
Chip: of the Flying U,1906,Bower B. M.,,,,,,,,,,,,,,,,,,,,,
The dawn of a to-morrow,1906,Burnett Frances Hodgson,,,,,,,,,,,,,,,,,,,,,
The opened shutters,1906,Burnham Clara Louise,,,,,,,,,,,,,,,,,,,,,
Pigs is pigs,1906,Butler Ellis Parker,,,,,,,,,,,,,,,,,,,,,
The fighting chance,1906,Chambers Robert W.,,,,,,,,,,,,,,,,,,,,,
The tracer of lost persons,1906,Chambers Robert W.,,,,,,,,,,,,,,,,,,,,,
Coniston,1906,Churchill Winston,,,,,,,,,,,,,,,,,,,,,
The awakening of Helena Richie,1906,Deland Margaret,,,,,,,,,,,,,,,,,,,,,
Four American leaders,1906,Eliot Charles William,,,,,,,,,,,,,,,,,,,,,
Shorty McCabe,1906,Ford Sewell,,,,,,,,,,,,,,,,,,,,,
By the light of the soul,1906,Freeman Mary Eleanor Wilkins,,,,,,,,,,,,,,,,,,,,,
Romance Island,1906,Gale Zona,,,,,,,,,,,,,,,,,,,,,
The wheel of life,1906,Glasgow Ellen Anderson Gholson,,,,,,,,,,,,,,,,,,,,,
The woman in the alcove,1906,Green Anna Katharine,,,,,,,,,,,,,,,,,,,,,
The chief legatee,1906,Green Anna Katharine,,,,,,,,,,,,,,,,,,,,,
The Leavenworth case,1906,Green Anna Katharine,,,,,,,,,,,,,,,,,,,,,
Drift from two shores,1906,Harte Bret,,,,,,,,,,,,,,,,,,,,,
The mayor of Warwick,1906,Hopkins Herbert M.,,,,,,,,,,,,,,,,,,,,,
The Little Colonel's Christmas vacation,1906,Johnston Annie F.,,,,,,,,,,,,,,,,,,,,,
Tonio,1906,King Charles,,,,,,,,,,,,,,,,,,,,,
The lady of the decoration,1906,Caldwell Fannie,,,,,,,,,,,,,,,,,,,,,
Before Adam,1906,London Jack,,,,,,,,,,,,,,,,,,,,,
The way of the gods,1906,Long John Luther,,,,,,,,,,,,,,,,,,,,,
The false gods,1906,Lorimer George Horace,,,,,,,,,,,,,,,,,,,,,
Half a rogue,1906,MacGrath Harold,,,,,,,,,,,,,,,,,,,,,
Jane Cable,1906,McCutcheon George Barr,,,,,,,,,,,,,,,,,,,,,
The bishop of Cottontown,1906,Moore John Trotwood,,,,,,,,,,,,,,,,,,,,,
Bob Hampton of Placer,1906,Parrish Randall,,,,,,,,,,,,,,,,,,,,,
A spinner in the sun,1906,Reed Myrtle,,,,,,,,,,,,,,,,,,,,,
The way of an Indian,1906,Remington Frederic,,,,,,,,,,,,,,,,,,,,,
The colonel of the Red huzzars,1906,Scott John Reed,,,,,,,,,,,,,,,,,,,,,
Montlivet,1906,Smith Alice Prescott,,,,,,,,,,,,,,,,,,,,,
Whispering Smith,1906,Spearman Frank H.,,,,,,,,,,,,,,,,,,,,,
In the mist of the mountains,1906,Turner Ethel Sybil,,,,,,,,,,,,,,,,,,,,,
Blindfolded,1906,Walcott Earle Ashley,,,,,,,,,,,,,,,,,,,,,
Seeing France with Uncle John,1906,Warner Anne,,,,,,,,,,,,,,,,,,,,,
In our town,1906,White William Allen,,,,,,,,,,,,,,,,,,,,,
Lady Baltimore,1906,Wister Owen,,,,,,,,,,,,,,,,,,,,,
Reed Anthony: cowman,1907,Adams Andy,,,,,,,,,,,,,,,,,,,,,
The slim princess,1907,Ade George,,,,,,,,,,,,,,,,,,,,,
Ancestors,1907,Atherton Gertrude Franklin Horn,,,,,,,,,,,,,,,,,,,,,
Crestlands,1907,Bayne Mary Addams,,,,,,,,,,,,,,,,,,,,,
A son of the gods : and: A horseman in the sky,1907,Bierce Ambrose,,,,,,,,,,,,,,,,,,,,,
The range dwellers,1907,Bower B. M.,,,,,,,,,,,,,,,,,,,,,
Kilo,1907,Butler Ellis Parker,,,,,,,,,,,,,,,,,,,,,
The younger set,1907,Chambers Robert W.,,,,,,,,,,,,,,,,,,,,,
Janet of the dunes,1907,Comstock Harriet T.,,,,,,,,,,,,,,,,,,,,,
Little city of hope,1907,Crawford F. Marion,,,,,,,,,,,,,,,,,,,,,
The Congo and coasts of Africa,1907,Davis Richard Harding,,,,,,,,,,,,,,,,,,,,,
The cruise of the Shining Light,1907,Duncan Norman,,,,,,,,,,,,,,,,,,,,,
The way of a man,1907,Hough Emerson,,,,,,,,,,,,,,,,,,,,,
Through the eye of the needle,1907,Howells William Dean,,,,,,,,,,,,,,,,,,,,,
Between the dark and the daylight,1907,Howells William Dean,,,,,,,,,,,,,,,,,,,,,
The lady of the Aroostook,1907,Howells William Dean,,,,,,,,,,,,,,,,,,,,,
Where the trail divides,1907,Lillibridge Will,,,,,,,,,,,,,,,,,,,,,
The hill of dreams,1907,Machen Arthur,,,,,,,,,,,,,,,,,,,,,
The daughter of Anderson Crow,1907,McCutcheon George Barr,,,,,,,,,,,,,,,,,,,,,
The port of missing men,1907,Nicholson Meredith,,,,,,,,,,,,,,,,,,,,,
Rosalind at Red Gate,1907,Nicholson Meredith,,,,,,,,,,,,,,,,,,,,,
The case of Summerfield,1907,Rhodes W. H.,,,,,,,,,,,,,,,,,,,,,
Under the southern cross,1907,Robins Elizabeth,,,,,,,,,,,,,,,,,,,,,
Beatrix of Clare,1907,Scott John Reed,,,,,,,,,,,,,,,,,,,,,
At the foot of the rainbow,1907,Stratton-Porter Gene,,,,,,,,,,,,,,,,,,,,,
His own people,1907,Tarkington Booth,,,,,,,,,,,,,,,,,,,,,
The brass bowl,1907,Vance Louis Joseph,,,,,,,,,,,,,,,,,,,,,
The house of the vampire,1907,Viereck George Sylvester,,,,,,,,,,,,,,,,,,,,,
The fruit of the tree,1907,Wharton Edith,,,,,,,,,,,,,,,,,,,,,
Madame de Treymes,1907,Wharton Edith,,,,,,,,,,,,,,,,,,,,,
How doth the simple spelling bee,1907,Wister Owen,,,,,,,,,,,,,,,,,,,,,
The shepherd of the hills,1907,Wright Harold Bell,,,,,,,,,,,,,,,,,,,,,
The genial idiot,1908,Bangs John Kendrick,,,,,,,,,,,,,,,,,,,,,
John Silence,1908,Blackwood Algernon,,,,,,,,,,,,,,,,,,,,,
The cheerful smugglers,1908,Butler Ellis Parker,,,,,,,,,,,,,,,,,,,,,
The coast of chance,1908,Chamberlain Esther,,,,,,,,,,,,,,,,,,,,,
The firing line,1908,Chambers Robert W.,,,,,,,,,,,,,,,,,,,,,
The courage of Captain Plum,1908,Curwood James Oliver,,,,,,,,,,,,,,,,,,,,,
The wolf hunters,1908,Curwood James Oliver,,,,,,,,,,,,,,,,,,,,,
Vera the medium,1908,Davis Richard Harding,,,,,,,,,,,,,,,,,,,,,
King Spruce,1908,Day Holman,,,,,,,,,,,,,,,,,,,,,
Side-stepping with Shorty,1908,Ford Sewell,,,,,,,,,,,,,,,,,,,,,
The trail of the lonesome pine,1908,Fox John,,,,,,,,,,,,,,,,,,,,,
The shoulders of Atlas,1908,Freeman Mary Eleanor Wilkins,,,,,,,,,,,,,,,,,,,,,
The ancient law,1908,Glasgow Ellen Anderson Gholson,,,,,,,,,,,,,,,,,,,,,
The voice of the city,1908,Henry O.,,,,,,,,,,,,,,,,,,,,,
The master of the inn,1908,Herrick Robert,,,,,,,,,,,,,,,,,,,,,
Together,1908,Herrick Robert,,,,,,,,,,,,,,,,,,,,,
The girl from Montana,1908,Hill Grace Livingston,,,,,,,,,,,,,,,,,,,,,
Marcia Schuyler,1908,Hill Grace Livingston,,,,,,,,,,,,,,,,,,,,,
Christmas every day,1908,Howells William Dean,,,,,,,,,,,,,,,,,,,,,
Lewis Rand,1908,Johnston Mary,,,,,,,,,,,,,,,,,,,,,
To the front,1908,King Charles,,,,,,,,,,,,,,,,,,,,,
Martin Eden,1908,London Jack,,,,,,,,,,,,,,,,,,,,,
Judith of the Cumberlands,1908,MacGowan Alice,,,,,,,,,,,,,,,,,,,,,
The lure of the mask,1908,MacGrath Harold,,,,,,,,,,,,,,,,,,,,,
Polly of the circus,1908,Mayo Margaret,,,,,,,,,,,,,,,,,,,,,
The husbands of Edith,1908,McCutcheon George Barr,,,,,,,,,,,,,,,,,,,,,
Prisoners of chance,1908,Parrish Randall,,,,,,,,,,,,,,,,,,,,,
The mascot of Sweet Briar Gulch,1908,Phillips Henry Wallace,,,,,,,,,,,,,,,,,,,,,
Wyoming,1908,Raine William MacLeod,,,,,,,,,,,,,,,,,,,,,
The wooing of Calvin Parks,1908,Richards Laura Elizabeth Howe,,,,,,,,,,,,,,,,,,,,,
The circular staircase,1908,Rinehart Mary Roberts,,,,,,,,,,,,,,,,,,,,,
Peter,1908,Smith Francis Hopkinson,,,,,,,,,,,,,,,,,,,,,
The guest of Quesnay,1908,Tarkington Booth,,,,,,,,,,,,,,,,,,,,,
The black bag,1908,Vance Louis Joseph,,,,,,,,,,,,,,,,,,,,,
The bride of the mistletoe,1909,Allen James Lane,,,,,,,,,,,,,,,,,,,,,
The autobiography of Methuselah,1909,Bangs John Kendrick,,,,,,,,,,,,,,,,,,,,,
The silver horde,1909,Beach Rex,,,,,,,,,,,,,,,,,,,,,
A volunteer with Pike,1909,Bennet Robert Ames,,,,,,,,,,,,,,,,,,,,,
Jimbo,1909,Blackwood Algernon,,,,,,,,,,,,,,,,,,,,,
The lonesome trail,1909,Bower B. M.,,,,,,,,,,,,,,,,,,,,,
The long shadow,1909,Bower B. M.,,,,,,,,,,,,,,,,,,,,,
Chivalry,1909,Cabell James Branch,,,,,,,,,,,,,,,,,,,,,
The cords of vanity,1909,Cabell James Branch,,,,,,,,,,,,,,,,,,,,,
The danger mark,1909,Chambers Robert W.,,,,,,,,,,,,,,,,,,,,,
The White mice,1909,Davis Richard Harding,,,,,,,,,,,,,,,,,,,,,
Higgins: a man's Christian,1909,Duncan Norman,,,,,,,,,,,,,,,,,,,,,
Jason,1909,Forman Justus Miles,,,,,,,,,,,,,,,,,,,,,
Old lady number 31,1909,Forsslund Louise,,,,,,,,,,,,,,,,,,,,,
Elusive Isabel,1909,Futrelle Jacques,,,,,,,,,,,,,,,,,,,,,
The diamond master,1909,Futrelle Jacques,,,,,,,,,,,,,,,,,,,,,
The Moccasin Ranch,1909,Garland Hamlin,,,,,,,,,,,,,,,,,,,,,
The romance of a plain man,1909,Glasgow Ellen Anderson Gholson,,,,,,,,,,,,,,,,,,,,,
The glory of the conquered,1909,Glaspell Susan,,,,,,,,,,,,,,,,,,,,,
An anarchist woman,1909,Hapgood Hutchins,,,,,,,,,,,,,,,,,,,,,
Options,1909,Henry O.,,,,,,,,,,,,,,,,,,,,,
The inner shrine,1909,King Basil,,,,,,,,,,,,,,,,,,,,,
The dominant dollar,1909,Lillibridge Will,,,,,,,,,,,,,,,,,,,,,
The king of Arcadia,1909,Lynde Francis,,,,,,,,,,,,,,,,,,,,,
The goose girl,1909,MacGrath Harold,,,,,,,,,,,,,,,,,,,,,
Truxton King,1909,McCutcheon George Barr,,,,,,,,,,,,,,,,,,,,,
Stickeen,1909,Muir John,,,,,,,,,,,,,,,,,,,,,
Toby Tyler,1909,Otis James,,,,,,,,,,,,,,,,,,,,,
A night out,1909,Peple Edward,,,,,,,,,,,,,,,,,,,,,
The title market,1909,Post Emily,,,,,,,,,,,,,,,,,,,,,
Old rose and silver,1909,Reed Myrtle,,,,,,,,,,,,,,,,,,,,,
The man in lower ten,1909,Rinehart Mary Roberts,,,,,,,,,,,,,,,,,,,,,
When a man marries,1909,Rinehart Mary Roberts,,,,,,,,,,,,,,,,,,,,,
The flute of the gods,1909,Ryan Marah Ellis,,,,,,,,,,,,,,,,,,,,,
Captain Stormfield's visit to heaven,1909,Twain Mark,,,,,,,,,,,,,,,,,,,,,
Tess of the storm country,1909,White Grace Miller,,,,,,,,,,,,,,,,,,,,,
A certain rich man,1909,White William Allen,,,,,,,,,,,,,,,,,,,,,
A woman for mayor,1909,Winslow Helen M.,,,,,,,,,,,,,,,,,,,,,
The emigrant trail,1910,Bonner Geraldine,,,,,,,,,,,,,,,,,,,,,
The key to yesterday,1910,Buck Charles Neville,,,,,,,,,,,,,,,,,,,,,
The water goats and other troubles,1910,Butler Ellis Parker,,,,,,,,,,,,,,,,,,,,,
Ailsa Paige,1910,Chambers Robert W.,,,,,,,,,,,,,,,,,,,,,
The green mouse,1910,Chambers Robert W.,,,,,,,,,,,,,,,,,,,,,
Young Wallingford,1910,Chester George Randolph,,,,,,,,,,,,,,,,,,,,,
A modern chronicle,1910,Churchill Winston,,,,,,,,,,,,,,,,,,,,,
The power and the glory,1910,Cooke Grace MacGowan,,,,,,,,,,,,,,,,,,,,,
The danger trail,1910,Curwood James Oliver,,,,,,,,,,,,,,,,,,,,,
The road to Providence,1910,Daviess Maria Thompson,,,,,,,,,,,,,,,,,,,,,
Once upon a time,1910,Davis Richard Harding,,,,,,,,,,,,,,,,,,,,,
The scarlet car,1910,Davis Richard Harding,,,,,,,,,,,,,,,,,,,,,
The way to peace,1910,Deland Margaret,,,,,,,,,,,,,,,,,,,,,
The green door,1910,Freeman Mary Eleanor Wilkins,,,,,,,,,,,,,,,,,,,,,
Adventures in friendship,1910,Baker Ray Stannard,,,,,,,,,,,,,,,,,,,,,
The house of the whispering pines,1910,Green Anna Katharine,,,,,,,,,,,,,,,,,,,,,
The Heritage of the desert,1910,Grey Zane,,,,,,,,,,,,,,,,,,,,,
Dixie Hart,1910,Harben Will N.,,,,,,,,,,,,,,,,,,,,,
Whirligigs,1910,Henry O.,,,,,,,,,,,,,,,,,,,,,
Strictly business,1910,Henry O.,,,,,,,,,,,,,,,,,,,,,
The purchase price,1910,Hough Emerson,,,,,,,,,,,,,,,,,,,,,
The finer grain,1910,James Henry,,,,,,,,,,,,,,,,,,,,,
The wild olive,1910,King Basil,,,,,,,,,,,,,,,,,,,,,
The angel of Lonesome Hill,1910,Landis Frederick,,,,,,,,,,,,,,,,,,,,,
The freebooters of the wilderness,1910,Laut Agnes C.,,,,,,,,,,,,,,,,,,,,,
Burning Daylight,1910,London Jack,,,,,,,,,,,,,,,,,,,,,
Lost Face,1910,London Jack,,,,,,,,,,,,,,,,,,,,,
A splendid hazard,1910,MacGrath Harold,,,,,,,,,,,,,,,,,,,,,
The price of the prairie,1910,McCarter Margaret Hill,,,,,,,,,,,,,,,,,,,,,
The rose in the ring,1910,McCutcheon George Barr,,,,,,,,,,,,,,,,,,,,,
Si Klegg,1910,McElroy John,,,,,,,,,,,,,,,,,,,,,
Hopalong Cassidy,1910,Mulford Clarence Edward,,,,,,,,,,,,,,,,,,,,,
The siege of the seven suitors,1910,Nicholson Meredith,,,,,,,,,,,,,,,,,,,,,
Keith of the border,1910,Parrish Randall,,,,,,,,,,,,,,,,,,,,,
The pony rider boys in Texas,1910,Patchin Frank Gee,,,,,,,,,,,,,,,,,,,,,
A chariot of fire,1910,Phelps Elizabeth Stuart,,,,,,,,,,,,,,,,,,,,,
Master of the vineyard,1910,Reed Myrtle,,,,,,,,,,,,,,,,,,,,,
The window at the White Cat,1910,Rinehart Mary Roberts,,,,,,,,,,,,,,,,,,,,,
Samuel the seeker,1910,Sinclair Upton,,,,,,,,,,,,,,,,,,,,,
The trail of a sourdough,1910,Sullivan May Kellogg,,,,,,,,,,,,,,,,,,,,,
Rebecca of Sunnybrook farm,1910,Wiggin Kate Douglas Smith,,,,,,,,,,,,,,,,,,,,,
Average Jones,1911,Adams Samuel Hopkins,,,,,,,,,,,,,,,,,,,,,
The story of a bad boy,1911,Aldrich Thomas Bailey,,,,,,,,,,,,,,,,,,,,,
The courage of the commonplace,1911,Andrews Mary Raymond Shipman,,,,,,,,,,,,,,,,,,,,,
Miss Gibbie Gault,1911,Bosher Kate Langley,,,,,,,,,,,,,,,,,,,,,
The lighted match,1911,Buck Charles Neville,,,,,,,,,,,,,,,,,,,,,
One way out,1911,Bartlett Frederick Orin,,,,,,,,,,,,,,,,,,,,,
The common law,1911,Chambers Robert W.,,,,,,,,,,,,,,,,,,,,,
Steele of the Royal Mounted (Philip Steele),1911,Curwood James Oliver,,,,,,,,,,,,,,,,,,,,,
The honor of the big snows,1911,Curwood James Oliver,,,,,,,,,,,,,,,,,,,,,
Rose of Old Harpeth,1911,Daviess Maria Thompson,,,,,,,,,,,,,,,,,,,,,
